CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I24,QE_I25,QE_I26,NT_GER
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,C,B,B,C,C,A,D,A,B,C,B,E,A,D,A,A,A,A,A,A,A,B,34.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,29,C,C,C,A,D,D,A,D,A,D,D,C,C,A,A,A,C,B,B,A,A,B,B,51.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,22,C,A,B,A,D,D,A,B,A,D,E,B,C,B,A,A,A,A,A,A,E,A,B,50.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,D,C,D,D,C,A,D,A,D,D,B,E,C,C,A,A,B,A,D,A,B,G,35.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,B,B,C,B,C,B,A,A,A,D,C,B,C,A,D,A,F,F,A,A,A,A,B,35.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,B,B,B,D,C,A,A,A,C,F,B,C,B,E,A,C,D,B,A,D,A,B,39.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,38,A,B,B,B,D,E,B,D,A,B,B,C,C,D,D,A,A,A,A,E,A,B,F,61.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,D,D,C,B,A,A,A,A,C,F,B,C,E,A,A,D,B,B,A,A,B,A,40.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,C,B,B,C,D,B,A,D,A,E,D,B,D,B,B,A,A,A,A,A,A,A,B,26.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,C,D,D,B,B,A,A,A,D,D,B,C,B,E,A,A,B,A,E,A,B,B,43.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,28,C,A,B,B,D,B,B,D,A,B,C,C,G,B,E,A,A,A,A,A,A,A,B,39.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,25,C,D,D,D,C,B,B,D,A,D,B,C,B,C,E,A,A,B,A,B,A,A,A,31.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,E,D,C,C,A,B,A,D,D,B,C,B,C,A,C,A,A,A,A,B,B,28.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,D,D,C,A,A,A,D,D,B,D,A,A,H,A,B,B,A,A,B,B,50.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,42,C,A,C,A,C,C,B,D,A,B,B,C,D,C,A,A,A,A,A,B,A,B,C,28.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,D,D,A,C,C,A,D,A,D,B,B,E,B,E,A,A,A,A,A,A,A,B,47.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,D,C,D,C,B,A,A,A,D,D,B,E,C,A,A,A,B,A,D,A,B,A,43.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,38,B,B,C,A,A,D,A,A,A,A,C,B,C,B,A,A,A,B,A,A,D,B,A,23.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,A,C,B,A,C,A,D,A,D,D,B,C,B,E,A,A,A,A,A,A,B,B,42.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,B,C,D,B,B,A,A,A,E,D,B,C,A,A,A,A,F,A,A,E,A,A,32.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,B,A,D,D,C,D,A,B,A,D,F,F,A,A,A,A,A,D,A,A,B,A,A,46.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,22,C,B,C,B,D,D,A,A,A,E,E,A,A,C,A,A,F,A,A,A,A,A,B,46.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,22,C,A,C,B,D,E,A,D,A,D,F,B,F,A,A,A,F,A,A,A,B,A,B,33.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,A,B,A,D,D,A,D,A,D,E,A,A,A,A,A,A,B,A,D,A,A,B,39.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,A,C,B,D,D,A,D,A,D,C,B,B,A,A,A,F,B,A,C,A,A,A,38.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,E,B,D,B,C,D,A,D,A,D,D,B,C,A,A,A,A,A,A,E,A,A,A,48.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,E,A,A,D,D,E,A,D,A,D,C,B,D,A,A,A,F,B,A,E,A,A,B,38.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,20,B,C,D,B,D,D,A,D,A,B,B,B,H,A,A,A,A,B,A,A,A,A,A,55.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,B,B,B,E,D,A,D,A,D,D,B,E,C,A,A,A,A,A,A,B,A,A,38.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,D,C,D,B,D,D,A,D,A,D,D,B,E,A,A,A,F,C,A,D,A,B,B,50.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1269545,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,B,D,D,A,D,A,D,F,B,D,A,A,A,F,B,A,D,A,A,B,29.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,B,C,D,B,A,A,A,A,C,E,B,D,C,C,J,A,B,A,A,B,A,A,46.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,30,A,B,D,E,D,D,A,D,A,B,B,A,A,B,A,A,E,B,A,C,A,A,A,40.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,30,C,A,B,D,C,B,E,A,A,E,E,C,B,B,D,A,A,A,A,A,B,A,B,47.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,C,B,D,D,D,B,A,D,A,F,E,B,D,E,A,A,A,D,A,A,B,A,B,46.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,22,C,B,B,A,D,B,A,D,A,D,E,B,E,A,A,A,A,C,A,C,A,B,B,38.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,C,A,C,D,D,C,A,D,A,D,C,B,D,B,D,A,A,D,A,C,A,A,B,23.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,B,B,D,C,C,A,D,A,D,D,B,H,C,A,A,A,D,B,A,B,A,B,40.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,B,C,B,C,D,A,D,A,D,D,B,H,A,A,A,A,D,A,E,A,A,B,43.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,C,A,B,D,B,B,A,D,A,D,D,B,E,D,A,H,A,A,A,A,B,A,B,37.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,C,B,C,D,D,C,A,D,A,D,D,F,A,B,D,A,E,D,A,C,A,B,B,59.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,26,A,A,B,D,D,E,A,D,A,D,D,B,E,D,D,A,A,D,A,A,B,A,B,44.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,A,B,D,C,B,A,D,A,D,E,B,D,E,B,A,A,F,A,A,B,A,B,25.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,32,C,B,C,A,D,C,A,F,A,E,C,B,B,B,B,A,A,A,A,A,B,A,A,44.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,31,C,A,C,C,D,A,A,A,A,D,D,B,D,B,A,A,A,A,A,C,A,A,A,25.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,30,C,B,B,B,D,D,A,B,A,C,B,B,D,B,A,A,A,A,A,A,D,A,A,50.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,C,C,C,B,D,C,A,D,A,E,E,B,E,C,A,A,A,B,A,A,B,A,B,47.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,A,B,D,E,C,A,D,A,F,D,B,D,F,A,A,A,B,A,A,B,A,B,48.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,D,C,C,D,D,B,A,B,A,E,D,B,D,A,A,A,A,B,A,A,A,B,A,62.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,B,B,B,B,C,D,A,A,A,E,D,B,F,B,A,H,A,B,A,A,B,A,B,46.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,B,B,B,A,D,D,A,A,A,E,F,D,E,D,A,A,A,C,A,A,B,A,B,63.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,B,C,D,D,B,A,B,A,C,D,B,E,B,A,A,A,B,A,A,D,A,B,43.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,34,C,A,C,B,B,D,A,E,A,A,A,C,E,A,E,A,A,A,A,A,D,A,B,39.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,36,D,A,C,B,C,D,E,B,A,B,A,C,H,B,A,A,A,A,A,D,A,A,B,36.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,22,B,B,C,B,B,D,A,D,A,C,D,B,D,B,D,A,A,B,A,A,E,A,B,44.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,32,A,D,D,B,C,E,B,D,A,D,B,B,H,B,A,A,A,A,A,C,A,A,C,55.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,23,C,A,C,E,D,D,A,D,A,E,D,B,C,D,A,A,A,B,A,A,B,A,B,31.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,26,C,A,C,B,D,D,A,A,A,D,D,B,B,A,B,H,A,F,A,A,B,A,B,28.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,B,C,A,D,D,A,A,A,E,D,B,D,F,A,A,A,B,A,A,B,A,B,41.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,A,A,A,A,A,A,A,B,A,F,F,B,C,D,D,A,A,F,A,A,B,A,B,48.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,B,A,C,B,D,D,A,B,A,D,C,B,D,B,B,A,A,B,A,E,A,A,D,47.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,A,B,B,A,C,D,A,D,C,D,B,D,A,B,E,A,A,D,A,D,A,A,B,46.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,C,B,B,A,D,D,A,B,A,D,C,B,D,A,A,A,A,B,A,A,B,A,B,40.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,A,A,A,A,C,E,A,D,A,C,D,B,C,B,D,A,A,F,A,D,A,A,C,62.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,B,B,C,A,D,E,A,D,A,D,E,B,F,C,B,A,A,A,A,A,B,A,B,43.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,B,D,B,D,B,A,A,A,C,C,B,D,A,A,A,A,F,A,A,B,A,B,25.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,D,B,E,D,C,B,A,A,A,D,D,B,B,A,A,A,A,A,A,D,A,A,G,36.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,22,C,B,C,B,D,D,A,D,A,D,F,A,A,E,A,A,A,B,A,A,B,A,B,49.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,C,B,B,D,C,C,A,D,B,B,B,B,D,A,E,A,A,F,A,A,A,A,B,29.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,24,C,B,A,A,E,A,E,D,A,D,D,C,B,C,E,A,A,A,A,A,A,B,C,27.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,26,A,B,B,A,D,E,A,D,A,E,E,B,E,E,D,A,A,A,A,A,B,A,B,39.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,B,C,A,D,D,D,A,A,A,F,F,B,D,F,C,A,A,B,A,A,B,A,B,39.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,A,C,E,D,D,A,D,A,C,C,D,A,A,A,A,A,B,A,A,A,B,B,50.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,C,C,C,C,C,A,B,A,D,E,B,B,C,A,A,A,B,A,A,E,C,B,40.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,C,B,C,B,D,D,A,A,A,F,F,B,F,F,A,A,A,B,A,A,B,A,B,67.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,A,B,B,D,D,A,B,A,C,D,B,E,C,A,A,A,A,A,E,A,A,B,41.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,28,B,A,C,D,D,C,A,D,A,D,D,B,D,C,E,A,A,B,A,C,A,A,B,32.0
5,UNIVERSIDADE FEDERAL DO PIAUÍ (UFPI),1,513,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,C,B,C,B,D,D,A,A,A,B,B,D,A,B,A,A,E,A,A,A,A,C,B,37.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,C,D,C,B,D,D,A,A,A,D,F,B,C,C,A,A,A,D,A,A,B,A,A,54.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,22,C,B,B,B,D,D,A,D,A,E,E,B,F,B,A,A,A,D,A,A,A,B,B,38.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,B,B,C,A,C,D,A,D,A,C,E,B,C,C,A,A,A,A,A,A,B,A,A,39.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,A,B,A,D,D,E,D,A,F,E,B,E,D,A,A,A,A,A,A,B,A,B,35.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,D,B,C,A,C,E,A,D,B,D,D,B,D,B,A,A,A,A,A,A,B,A,C,38.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,D,B,C,B,D,D,A,D,A,D,D,B,E,B,B,A,A,A,A,A,A,A,B,36.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,B,B,C,A,B,D,A,D,A,D,D,B,C,E,A,A,A,D,A,A,B,A,B,57.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,C,B,C,A,D,D,A,D,A,D,D,B,D,A,A,A,A,A,A,A,A,A,B,43.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,B,A,D,C,D,D,A,D,A,B,B,B,D,A,C,A,E,A,A,A,A,A,B,51.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,A,A,B,A,D,E,A,B,A,B,D,B,C,B,A,A,A,A,A,B,A,B,B,43.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,D,B,B,B,D,D,A,A,A,D,D,B,C,A,A,A,A,D,A,A,A,B,B,51.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,22,B,C,B,E,D,D,A,A,A,E,F,B,E,F,B,A,C,B,A,A,B,A,B,34.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,24,A,D,C,B,D,D,A,A,A,B,C,D,A,A,E,A,A,A,A,A,A,B,D,38.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,25,C,B,D,B,D,D,A,D,A,C,F,D,A,E,A,A,C,A,A,A,A,A,B,41.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,E,A,D,B,B,B,A,B,A,C,E,B,G,A,B,A,A,D,A,A,A,B,A,38.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,C,B,B,B,C,D,A,B,A,D,C,B,E,A,A,A,A,F,A,A,E,A,B,37.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,33,A,B,C,E,D,E,A,D,A,B,B,B,F,B,C,A,A,A,A,A,E,A,B,23.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,27,C,B,C,B,D,C,A,A,A,D,E,B,C,C,B,A,A,A,A,A,B,A,B,21.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,27,C,B,C,B,C,B,A,D,A,E,E,B,B,C,E,A,A,A,A,A,E,A,B,30.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,C,B,C,E,A,D,A,A,A,E,E,B,D,B,C,A,A,A,A,A,B,A,B,24.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18558,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,45,C,B,C,B,C,D,C,D,A,B,D,A,A,A,B,A,A,A,A,A,A,A,B,28.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,C,B,B,A,D,D,A,D,A,F,E,B,D,E,D,A,A,B,A,A,B,A,B,35.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,25,C,B,D,C,D,D,A,B,A,E,E,B,D,B,A,H,A,F,A,B,A,A,B,50.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,23,C,A,A,C,D,B,A,B,A,B,D,B,F,A,C,H,A,F,A,D,A,B,A,23.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,D,B,C,B,D,D,A,D,A,B,E,B,H,B,A,A,A,B,A,A,A,B,B,45.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,M,21,D,D,C,B,C,E,A,A,A,D,D,B,E,B,B,A,A,A,A,A,B,A,B,46.0
756,UNIVERSIDADE ESTADUAL DO PIAUÍ (UESPI),2,18559,CIÊNCIA DA COMPUTAÇÃO,Teresina,PI,F,20,C,B,B,C,D,D,A,F,A,E,E,B,D,E,A,A,A,D,A,A,B,A,B,43.0
